@relation Weather_data

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute class {0,1}

@data
36.8,21.7,1030.4,14.9,11.6,17.1,46.9,28.9,0
35.2,24.1,1029.5,10.3,9.3,19,45,28,0
60.5,37.2,1018.5,14.4,5.3,12,70,53.1,1
39.5,33.4,1020.2,8,8.1,17.1,48.9,34,1
58.8,55.7,1003.5,7.8,4.5,12,66,54,1
64.5,49.6,1017.6,14.9,4.8,12,77,54,0
67.7,55.5,1011.7,14.5,5.3,15,84.9,55,0
55.3,48.6,1022.6,12.3,9.1,20,62.1,52,1
65.7,48.1,1016.1,14.9,6,15,77,55,0
67.4,49.5,1011.8,14.9,4.5,15,84.9,52,0
85.3,73,998.2,14.3,11.9,25.1,95,77,1
72.5,53.2,1016.5,13.3,6.2,18.1,88,60.1,0
67.6,52.9,1020.2,14.1,3.8,12,78.1,54,0
76.5,63.1,1012.8,14.1,2.9,12,84,68,1
66.3,58,1018.8,12.4,4.1,10.1,78.1,59,1
67.5,60.7,1018.8,9.8,0.6,5.1,79,57,0
76.1,66.6,1010.4,13.7,4.7,13,84.9,66,0
74.5,65.6,1014.9,12.9,2.4,11.1,84.9,64,1
76.4,68.1,1018,12.2,9.6,18.1,86,68,1
75.3,66.2,1011.7,12.5,8,15.9,84,66.9,0
69.2,58.9,1015.5,14,7.5,12,80.1,59,0
70.7,63.3,1014.3,8.3,1,8.9,86,57.9,0
68.5,62,1009.6,5.7,0.3,4.1,75.9,62.1,1
60.1,53.5,1008.2,11.6,6.5,17.1,70,51.1,1
64.6,53.4,1015.7,12.1,7.8,20,80.1,54,0
72.2,59.1,1015.9,11.8,15.2,26,84.9,60.1,0
65.8,51.4,1018,14.2,8.4,15.9,77,55,0
34.3,27.9,1022.9,9.6,6.4,15.9,45,25,0
50.7,37.3,1014.7,14.9,8.8,17.1,60.1,41,0
39.4,35.1,1011.4,8.4,13,25.1,43,36,1
38,28.8,1022.9,10.7,8.5,22,55.9,28,0
30.3,27.3,1003.9,6.2,12.5,22.9,39,19.9,1
16.2,10.8,1014,7.4,5,8.9,30,5,0
27.2,20.8,1018.8,9.9,11.1,30.1,35.1,19.9,0
16.5,11.2,1029.5,7.4,6.4,13,28,8.1,0
21.4,11.4,1017.6,10.2,6.2,17.1,34,12,0
31.9,22,1017.5,10.4,3.6,10.1,45,21.9,0
22.9,15.7,1012.3,7.1,10.3,15.9,27,21,1
36,30.9,1004.3,8.7,9.8,25.1,52,28,0
29,24.9,1017.5,6.8,11.4,19,37.9,23,0
51.6,35.7,1008.5,9.9,8.5,17.1,72,42.1,0
19.1,12.9,1034,6.5,6.5,13,26.1,15.1,1
32.1,28.8,1014.5,7.7,8.8,13,46,24.1,0
27.5,14.6,1021,9.8,11,22,45,16,0
32.6,27,1022.9,6,17.3,26,36,30.9,1
24.9,20,1018,8.3,16.8,22,30.9,21.9,0
40.8,40,1004.4,3.6,16.2,22,50,35.1,1
44.8,33.8,1005.2,11,10.9,30.1,57,35.1,0
38.8,26.4,1015,9.5,20.4,26,50,33.1,0
47.8,35.8,1022.9,12.2,11.1,26,66,36,0
72.4,63.7,1001.7,10.4,12.8,20,82.9,64.9,1
63.8,59.1,1004.2,8.9,17,35,73.9,57.9,1
63.5,50.6,1012.3,10.1,15.9,22,73,55,0
66.8,58.8,1008.2,12.2,13.1,26,78.1,55,0
72.3,61.8,1014,11.2,10,19,82.9,61,0
60.6,59.2,1011.6,5.4,10.9,17.1,68,54,1
68.8,63.3,1006.7,8,1.8,8.9,80.1,61,1
75,69.4,1014,10.5,14.6,22.9,86,66.9,1
73.5,69.3,1007.6,11.1,10.5,20,81,64.9,1
63.9,60.8,1017.1,7.7,12.2,19,68,60.1,1
76.3,69.5,1016.4,11.6,8.5,19,86,66.9,0
78,67,1016.6,9.6,7.4,15,86,70,1
72.3,62.9,1020.3,10.6,11.5,20,84.9,62.1,0
72.2,63.7,1015.1,10.3,6.5,15.9,82,64,0
75.8,70.4,1011.3,8.8,5.9,13,84,68,0
86.8,74.1,1005.6,10.6,7.1,20,100,75.9,0
65.2,59.9,1017.1,9.4,6.9,13,72,61,1
67.8,62.2,1002.9,8.9,17,26,84.9,55,1
50.5,35.4,1020.6,12.6,11.9,22,64.9,39.9,0
69.2,61.8,1001.1,8.8,9.2,17.1,79,60.1,1
48.9,46.2,1023.2,7.4,9.4,13,53.1,46.9,1
57.3,46.7,1014.3,9.5,16,24.1,70,48,0
42,35.4,1031.2,9.2,11.7,17.1,44.1,39.9,0
52.5,50.2,1003.6,6.2,12.7,22,60.1,45,1
29.7,21.6,1028.7,10.6,11.5,22,35.1,23,0
21.4,11.1,1030.7,11.9,11.7,22,27,12.9,0
25.8,18.2,1022.2,9.9,5.8,13,37.9,19,0
30,24.5,1017,5.5,8.9,17.1,34,24.1,1
35.3,30.2,1022.1,9.4,11.1,20,46,28.9,0
-4.6,-25.7,1038.7,9.8,15.7,17.1,3.9,-11.9,0
13.3,3.1,1010.6,9.2,12.5,22,28,1,0
24.3,17.4,1013.3,8.4,7.9,17.1,32,19,0
11.9,2,1032.8,9.3,2.3,17.1,25,5,0
41.7,38.4,1001.9,5.6,9.4,20,54,30.9,1
39.6,36.2,1012.9,7,4.2,8.9,44.1,37.9,1
31.9,28.2,1009,6,6.7,17.1,37.9,23,0
22,12.4,1024.3,9.4,5.9,8.9,30.9,15.1,0
43,32.6,1009.7,9.4,4.6,13,54,35.1,0
34,27.4,1021.8,3.8,2.9,8.9,42.1,30,0
36.3,22,1020.2,12.7,4.1,10.1,54,27,0
28.2,19.5,1031.8,6.4,11.1,17.1,30.9,26.1,0
39.3,31.1,1000.8,10,14,22,50,34,1
33.3,23.1,1018.5,12.1,2.4,13,43,25,0
45.9,33.4,1014.4,10.8,11.7,26,59,37,0
43,27.7,1019.9,13,10.2,18.1,57,33.1,0
37.6,26.5,1021.3,9.4,11.2,19,45,33.1,1
60.5,56.6,1012.2,5.7,5.4,13,72,57,1
49.5,41.9,1019.5,6.9,13.2,19,55,46.9,1
67.3,42.4,1016.3,9.9,11.1,17.1,75,57,0
53.2,36.1,1019,13,8.6,22,66.9,37.9,0
53,45.5,1013.6,7.3,17.1,25.1,64.9,48,1
66.7,55.6,1014.3,9.8,4.8,10.1,84,54,0
66.9,53.5,1013.5,8.9,11.7,22,80.1,55,1
88.6,73.1,1004.7,13,14.1,17.1,100,79,0
84.3,69.6,1002.2,11.9,14.6,22,98.1,68,1
76.7,69,1011.9,10.2,14,19,91.9,68,1
85.5,69.8,1011.9,13,10.3,20,96.1,75,0
83.7,71.6,1014.2,12.3,9.8,15.9,93.9,75.9,0
64.3,56.9,1018.1,8.6,3.1,13,73,55,0
86.5,68.6,1012.1,9.9,10.3,17.1,105.1,75,0
75.3,69.7,1012.9,10.5,6.2,14,82.9,69.1,1
65,58.4,1016.5,12.6,5.6,11.1,73,60.1,1
76.4,68.9,1009.2,9.6,13,20,84.9,70,1
72.7,63.5,1014.3,12.3,13.1,20,88,64,0
78.9,69.5,1013,10.1,12,20,86,73,1
76.1,62.5,1017.6,9.8,10.3,15,84.9,66,0
57.9,51.9,1020.8,9.2,3.1,12,68,54,1
53.4,35.4,1023.2,11.4,9.1,17.1,63,42.1,0
56.5,36,1017.4,12.6,10,24.1,78.1,45,0
58.1,38,1018,9.7,7.6,12,70,46,0
36.8,17.2,1030.7,8.9,13.7,22.9,46,26.1,0
40.4,18.6,1025.1,8.6,9,22,63,26.1,0
43.4,24.7,1023.5,11.9,11.7,22.9,53.1,36,0
45.3,27.6,1015.5,7.9,4.5,12,68,30.9,0
33.4,30.9,1008.8,1.8,15.7,26,35.1,30,1
33.3,26.8,1008.9,9.7,7.4,15,42.1,27,0
32.1,24.3,1018.2,9.9,10.2,22,37.9,25,0
32.6,24.3,1015.1,6,8.7,20,41,26.1,0
28.5,23.8,1019.5,5,13.8,22,30.9,26.1,1
26.3,22.6,1020.3,3.4,5.5,10.1,28,24.1,0
24.9,17.2,1014.2,10.6,6.7,22,39.9,17.1,0
35.5,27.2,1011.5,11.1,9.4,15.9,46.9,30,0
25.9,18.9,1009.7,11,8.8,15.9,30.9,21.9,0
21.6,12.8,1022.5,8.5,13,20,32,14,0
36.3,32.7,1006.6,7.2,8,20,42.1,32,1
18.9,8.2,1024.8,10.6,8.4,15,39.9,10,0
42.3,35,1009.6,7.8,15.6,25.1,45,37.9,1
40.1,28.1,1008.9,12.6,10.6,15,55,33.1,0
36.2,26.4,1028.1,13.2,9.5,20,46,28,0
50.3,42.8,1004.9,7.5,14.6,25.1,60.1,42.1,1
35.6,27.4,1014.1,7.7,19.5,25.1,43,30,0
62.9,49.4,989,9.2,20.5,25.1,72,48.9,0
45.5,40.3,1015,6.1,4.7,25.1,55,36,1
39.3,31.4,1014.6,9.7,16.7,25.1,45,33.1,1
60.7,53,999.5,8.6,12.7,20,73.9,54,1
62.6,44.6,1013.1,11.3,5.7,20,75,48,0
68.7,48.8,1006.3,9.3,17.9,30.1,81,59,0
60.6,46.8,1011.5,10.9,4.8,18.1,72,52,1
62.8,46.6,1009.9,14.9,9.3,20,75.9,48.9,0
65.3,57.4,1020.7,9,13.2,25.1,71.1,60.1,1
79,66.5,1008.5,12.6,18.2,25.1,89.1,72,0
76.4,66.5,1010.5,10.4,11.5,20,90,64,1
81.9,67.3,1007.7,12.7,12.2,20,93,72,0
90,64.9,1001,14.9,15.4,25.1,100,80.1,0
80.4,64.7,1008.9,10.2,14.9,25.1,96.1,66,1
75.7,63.5,1017.9,9.4,3.9,15,87.1,64.9,1
85.1,68.7,1012.6,10.2,5.1,13,95,75,0
76,67.1,1013.9,12.7,8.7,17.1,84,69.1,0
73.5,65.9,1016.5,12.1,5,14,81,68,1
72.2,54.3,1020.9,12.3,4.4,10.1,84,57,1
73.2,51.8,1020,14.9,5.3,13,84.9,62.1,0
80.3,56.5,1010.7,12.3,10.6,24.1,93.9,64.9,0
84.3,63.2,1006.8,13.2,12.1,20,95,73,0
70.8,49,1019.8,13.7,7.2,18.1,86,59,0
74.4,53.3,1017.7,14.9,3.9,8,87.1,62.1,0
70,51.4,1007.6,11.1,9.3,20,88,57.9,1
76.6,50.6,1004.1,14.5,5.6,15,100,62.1,0
50.8,39.6,1023.8,13.3,6.9,13,59,43,0
52.6,45.3,1013.4,9.2,5.1,10.1,62.1,46.9,1
49.3,37.9,1018.2,11.8,7.4,12,66.9,39.9,0
48,26,1030.3,9.9,3.5,12,55,39,0
56.8,46.5,1010.6,8.8,9.2,20,71.1,45,0
35.9,35,999.9,4.7,7.9,17.1,37.9,32,1
32.2,25.7,1011.6,12,3.2,8,41,27,0
35.3,29.3,1022.3,10.4,8.3,17.1,52,27,0
32.2,24.3,1010.1,11,14.4,25.1,45,26.1,0
25.2,16.9,1029,9.6,8.4,15,44.1,16,0
31.8,28.3,1006.9,8.5,9.3,15,41,21,1
30.5,20.9,1007.4,12.7,9,18.1,37,21,0
27.3,17.6,1024.3,10.1,7.1,14,41,17.1,1
32.3,21.9,1017.1,12.2,6.6,15,46.9,21.9,0
18.3,8.9,1015.7,13.1,14.8,25.1,39,5,0
9.5,3.1,1021.8,7.9,8.8,15,14,6.1,0
36.9,26.7,1019.5,10.4,6.9,15,51.1,25,0
23.7,8.3,1029.9,13.5,16.4,25.1,42.1,15.1,0
50.5,35,1004.4,9.4,10.3,20,61,44.1,1
18.2,7.3,1034,12.7,9.9,15,28.9,9,0
38.1,27.9,1018.3,9.9,7.3,20,44.1,30.9,0
42.5,38.1,1008.6,4.4,11.1,18.1,46,39.9,1
45.5,30.1,1017.5,13,8.1,15,57,37,0
25.2,15.2,1022.1,11.6,3.5,11.1,35.1,19.9,0
68,55.4,1005.1,12.5,12.3,25.1,86,54,0
56,49,1017,8.5,13.6,30.1,62.1,50,1
55.4,51,1006.7,6,10.5,15,61,46.9,1
37.5,26.8,1023.2,12.4,12.8,18.1,45,32,0
49.5,32.6,1021,14.9,5.9,14,63,34,0
69.9,61.4,1005.9,10.4,9.2,15,82.9,64,1
58.7,44.4,1010.6,14.9,5.6,15,70,48.9,0
57.5,52.7,1005.3,8.3,10.3,20,68,53.1,1
86.5,68.5,1010.7,14.9,8,17.1,98.1,75,0
84.7,64.5,1012.3,14.9,6.8,13,95,75.9,0
81,62.5,1017.8,14.9,8.7,15.9,93.9,71.1,1
78.2,66.4,1008.5,14,8.7,15,88,70,1
77.3,61.1,1015,14.9,6.2,10.1,88,66,0
81.8,60.1,1016.1,14.9,9.9,18.1,91.9,73.9,0
73.1,64.2,1013,9.7,7.5,12,81,66,1
79.4,70.3,1011.4,12.5,7.3,15.9,90,72,1
73.7,65.6,1014.4,11.6,5.9,15,84.9,64.9,0
73.2,68.8,1014.1,8,9.1,13,82,69.1,1
77.2,66.7,1020.6,9.5,8.8,20,84,69.1,0
72.7,57,1017.4,11.8,7.4,14,82,60.1,1
67.1,53.1,1018.8,14.5,8.8,13,77,55.9,0
80.4,64.6,1005,12.1,12.6,19,93,70,0
62.8,49,1018.5,10.7,2,6,81,48.9,0
61,56.6,1018.3,5.7,8.4,13,77,51.1,1
46.6,32.5,1018.4,11.8,4.9,8.9,64.9,34,0
52.6,37.3,1018.4,12.8,4.9,10.1,62.1,42.1,0
53.9,49.6,1014.5,7.4,8.4,13,61,46.9,1
57.9,41.4,1015.8,12.7,10.2,18.1,64.9,50,0
41.3,32.2,1003.7,9.2,4.8,10.1,53.1,33.1,1
37.1,28.1,1004.1,10.9,8.7,17.1,45,30,0
33.2,23.4,1019.3,10,6.1,18.1,44.1,25,0
36.3,26.2,1020.5,7.7,9.1,17.1,46,26.1,1
31.4,22.5,1023.5,8.1,11.3,18.1,37.9,27,0
32.9,22.6,1011.3,9.9,14,18.1,39.9,30,0
30.2,23.7,1020.1,8.7,5.1,15,43,23,0
32.6,27.9,1011.9,4.3,8.4,15,36,28.9,1
30,22.1,1016.9,7.8,6.6,8.9,34,25,0
16.3,11,1031.2,6.3,4.1,10.1,21.9,3.9,0
13.6,7.8,1018.9,12.1,4.3,14,26.1,3.9,0
21.2,15.6,1015.9,5.9,4.6,8.9,28,12,0
11.2,3.3,1027.6,10.4,6.6,11.1,25,3,0
30.7,26.1,1022,6.1,11,28.9,39.9,26.1,0
35.9,30.2,1010.9,5.8,16.4,25.1,37.9,35.1,1
37.3,26.6,1014.5,9.5,17,30.1,43,28.9,0
20.1,15,1012.2,5.5,17.7,26,25,16,1
35.1,25.6,1007.4,9.9,15.6,34,44.1,28.9,0
14.4,5.7,1026.2,6.8,15.1,22,21,9,0
61.8,44.1,1001.1,8.3,19,35,72,53.1,1
59.9,31.4,1019.2,12.1,6.7,15.9,77,44.1,0
62.5,38,1009,11.5,9.2,22.9,79,48,0
66,30.4,1007.8,10.9,9.4,17.1,82.9,52,0
73.2,48.7,1009.3,14.3,11.6,22,91,59,0
61.4,49.4,1011.1,10.1,8.5,20,70,53.1,1
62.6,48.2,1015.5,12.4,13,25.1,75,50,0
70.7,52.3,1015.7,9.9,10,18.1,80.1,62.1,0
61.1,53,1004,10.2,5.6,20,70,54,0
62,47.8,1016.2,10.6,2.8,8,73,54,0
71,62,1013.3,11.1,8.3,20,80.1,62.1,1
68.6,48.1,1016.9,13.5,5.5,12,79,55,1
84.5,67,1003.2,12.3,11,22.9,95,73,1
84.1,68.2,1017.2,10.5,10.3,15.9,91.9,75,0
78.3,64.4,1015.9,12.8,5.9,12,88,66.9,0
88.5,67.7,1013.4,13,8.9,15,99,77,0
87.3,71,1017,11.6,6,13,96.1,80.1,1
81.4,71.2,1014.2,9.3,5.3,13,91.9,71.1,0
79.9,54.7,1014,13.2,7.4,14,95,66.9,0
88.4,59.6,1008.4,14.9,9.9,18.1,102.9,73.9,0
74.8,47.5,1013.8,14.3,6.6,14,91,61,0
74.4,41.1,1019.9,14.9,6.5,18.1,86,55,0
71.6,63.9,1010.9,8.3,10.1,20,84.9,62.1,1
52.6,41.3,1027.9,10.9,10.6,15,55,50,1
63.4,61.3,1013.2,4.7,11.3,18.1,66,62.1,1
63.9,52,1015.1,13.8,11.4,20,80.1,50,0
49.1,30.5,1016.2,13.2,13.6,20,64.9,35.1,0
54.7,46.8,1018.8,10.6,7,15,71.1,45,0
49,40,1005.1,8.9,16.6,22.9,64.9,41,1
54.3,33.6,1005,12.6,8.8,25.1,73,45,0
29.9,15.5,1021.8,11.6,15.9,30.1,39.9,21.9,0
24.7,15.7,1024.8,11,8.1,17.1,30.9,21,0
11.7,3.1,1025.8,10.2,20.7,30.1,19.9,7,0
26.8,21.1,1017.8,7.1,13.2,15.9,32,18,1
22.9,18.1,1027.1,8.3,10.2,20,33.1,15.1,0
16.4,9.9,1016.4,9.4,5.3,20,21.9,10,0
17.4,8.3,1033.3,8.8,14.9,22,35.1,9,0
33.6,21.2,1017.3,13,1.7,8,48,25,0
23.4,19.2,1030.9,5.5,9.6,15.9,28.9,21,1
10.4,5,1026,7.7,5,8,16,8.1,0
21.5,16,1020.8,7.2,1.6,8,37,10,0
27.4,22.4,1015.3,8.9,3.3,14,37,19.9,0
27.2,23.1,1015.6,5.3,9.6,20,30.9,25,1
32.8,25.1,1024,9,5.4,15,44.1,27,0
41.1,30,1005.8,11.4,3.3,10.1,55.9,28,0
44.3,29.5,1008.9,11.3,5.4,20,62.1,34,0
32.6,20.9,1020.6,9.9,9.9,15.9,39.9,24.1,0
40.1,35.1,1020.9,5.7,6.6,20,54,33.1,1
49.4,41,991.4,7.3,18.7,40,75.9,39,1
45.9,32,1006.3,11.9,10.1,20,63,37,0
37.6,24.3,1010.4,14.5,18.1,25.1,45,28.9,0
38.9,20.6,1018.8,14.9,16.8,25.1,55.9,26.1,0
43.5,39,1023.1,5.7,8.4,15.9,48,41,1
58.8,49.1,1009.7,9.6,11.3,20,80.1,46,1
61.8,43.5,1017.4,11.3,10.2,30.1,66.9,54,0
70.5,45.3,1017.9,9.6,12.4,20,88,61,0
74,63.4,1009.1,12.7,11.3,25.1,82.9,66.9,1
74,64.4,1008.4,9.7,17.1,20,81,68,1
80,56.6,1017.1,14.9,9.4,20,93,64.9,0
79.5,61.6,1010.8,13.7,10,20,89.1,69.1,0
68.6,62.7,1013.1,10.5,7.9,15,77,64,1
67.7,54.8,1016.2,14.9,12.7,15,80.1,57,0
72,65.5,1008.8,9.7,5.2,30.1,86,62.1,1
74.7,63.4,1015.1,12.4,4,10.1,86,63,0
84.3,72.5,1011.4,10.5,13.8,20,96.1,75,0
74.8,64.8,1014.4,10.5,10.6,24.1,87.1,66,1
75.1,67.1,1012.8,10,8.2,20,87.1,66.9,1
62.2,49.6,1022.9,12,7.4,13,71.1,51.1,0
72,53.2,1018.7,12.4,5.8,12,84.9,59,0
78.5,65.4,1003,10.8,6.5,14,90,70,1
60.7,45.4,1027.6,11.1,5.2,12,77,48.9,0
65.1,46.8,1016.7,11,6.4,18.1,84,53.1,0
48.6,38.6,1022.3,9.6,7.4,14,66.9,34,0
53.4,30,1027.5,12.8,9.2,18.1,69.1,44.1,0
73.4,44.6,1011.2,8.7,11.8,20,88,59,0
57.9,49.5,1016.5,8.5,6.5,10.1,69.1,51.1,1
60.5,53.3,1006.4,9.7,14,24.1,71.1,48.9,1
43.3,34.9,1017.7,9.3,4.5,12,64.9,30.9,0
50.8,37.2,1009.9,11.1,8.3,18.1,70,39,0
42.5,28.1,1021.9,13.5,5.8,10.1,54,33.1,0
31.5,21.9,1018,8.8,15.4,24.1,39.9,21,0
16.7,11.4,1024.9,8.4,7.7,14,27,10.9,0
22.3,20.5,1016.4,4.3,7,14,27,18,0
27.5,24.6,1018.3,3.2,5.2,10.1,36,24.1,1
29.4,25.9,1013.9,10.2,12.9,20,30.9,28,1
25.8,19.7,1018.1,10.1,12,18.1,32,21,0
7.6,1.3,1028.8,9.2,9.2,14,12,1.9,0
16.7,10.4,1021.6,10.4,11.9,20,24.1,12,0
36.4,32.5,1006,9.7,10.4,18.1,44.1,26.1,0
15.5,9.2,1026.7,7.5,5.6,10.1,21,10.9,0
35.3,35.1,1019.6,0.7,6.3,12,39,33.1,1
35.5,18.9,1020.5,14.9,4.8,12,61,23,0
37.9,29,1018.1,12.2,9.2,20,50,28,0
30.6,22.3,1019.2,13,7.8,15,43,21,0
29.6,24.5,1021.4,7.8,11.2,17.1,37.9,21,0
35.8,28.9,1003.1,5.7,14.6,25.1,57.45,21,1
31.3,29.7,1012.3,1.5,15.2,20,35.1,28.9,0
35.5,30.5,1024.2,8,3,10.1,44.1,25,0
47.3,43.8,1008.4,5,7.1,10.1,52,44.1,1
32.1,26.9,1003.5,6.7,12.1,18.1,39.9,28.9,0
62.6,51.1,1016.1,10.7,5.1,10.1,72,55,1
62.2,39.8,1017.1,13.9,10.2,12,75.9,52,0
66.9,47.5,1016.1,12.3,11.5,20,82.9,53.1,0
55.6,49.4,1010.8,8.4,8.1,15.9,64.9,50,1
55.6,47.8,1001.5,9.9,11.1,20,64.9,48,1
74,54.1,1016.3,13.8,3.4,10.1,89.1,60.1,0
73.9,67,1005.7,9.2,5.5,10.1,82,70,0
72.5,62.3,999,13,7.8,15,79,64,1
73.3,62.1,1004.4,11.5,8.6,15.9,87.1,63,1
82.4,73.9,1008.2,13.1,6.2,13,93.9,75.9,1
79.3,61.7,1011.5,13.7,4.6,12,93,68,0
77.3,62.4,1019.2,13.7,5,12,86,66,0
75.9,68,1012.3,9.1,7,12,84.9,69.1,0
82.6,68.5,1012.4,12,3.4,8,93.9,73,0
73,56.9,1017.5,14.3,5.6,12,84,63,0
84.8,72.4,1010.4,12.6,6.6,10.1,95,77,1
70.6,60.7,1018.5,12.5,11.2,15.9,80.1,64,0
73.5,64.6,1020.5,11.2,10.1,15.9,81,70,1
64.8,53.2,1013.1,10.8,2.5,10.1,73.9,57,0
65,53.9,1016.6,9,4.5,11.1,77,57,1
52,48.8,1012.8,7.2,4.8,10.1,55,50,1
57.5,51.9,1020.2,14,2.6,8,66.9,48,0
61.2,53.5,1018.5,11.6,4.7,14,75,54,0
43.1,38,1022.5,10.7,12.4,18.1,50,37,1
47.6,44,1012,9.7,11,18.1,55.9,42.1,0
30.1,18.2,1027.4,14.9,7.4,18.1,42.1,21.9,0
45.7,43.2,999.5,7.5,5.7,10.1,48,44.1,1
27.8,22.2,1006.7,9.4,7.5,19,39,21,0
32.3,25.3,1015.5,14.9,2.3,7,50,21.9,0
41.1,35,1007,11.5,6.9,12,50,36,0
41,31.8,1019.3,11.9,4.1,8,55,32,0
32.2,21.1,1031.6,12.8,2.5,12,46,24.1,0
37,28.1,1017.9,12.6,4.6,14,44.1,30,0
38,32.8,1016.1,8.4,4,8,42.1,36,1
33.1,30.9,1016.3,3.8,4.2,12,39,24.1,1
31.8,29.6,1016.5,3.2,5.4,10.1,33.1,28,0
25.6,20.6,1010.9,5.6,3.4,10.1,34,19,0
8.2,-2.3,1027.4,13.9,11.6,18.1,23,0,0
10.2,1,1033,11.6,1.1,5.1,25,-0.9,0
42.7,38,1009.3,12.8,4.8,15.9,59,32,0
26.5,23.1,1012.6,5.6,11.3,15.9,32,23,0
35.9,33.5,1016.4,5,2.2,10.1,43,33.1,1
30.1,21.6,1020.5,13.5,6.2,12,34,28,0
46,31.7,1017.4,10.3,2.1,10.1,60.1,37.9,0
50.8,43.6,1003,5.7,9.4,15,63,46,1
46.1,30.5,1019.5,11.5,4.2,8,62.1,30.9,0
49.9,40.6,999.3,9,9.9,14,57,46.9,1
47.1,32.8,1019,13.8,5.6,8,57,41,0
58.7,41.6,1014.9,14.9,5.1,10.1,75,44.1,0
62.6,46.1,1010.7,12.8,6,10.1,72,55,0
66.5,52.8,1013.4,14.7,6.6,12,87.1,54,0
67.7,45.5,1016.6,14.9,4.7,14,82,50,0
73.6,57.6,1009.1,14,6.3,15,82.9,63,1
72.6,64.4,1006.8,13,8.4,12,84,62.1,1
72.1,65.5,1005.1,8.2,9.1,14,79,66,1
