@relation Weather_data

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute class {0,1}

@data
52.5,33.4,1016.3,13.6,6.9,14,61.9,43.9,0
52.7,36,1014,12.9,4.4,17.9,70.9,41,1
48.4,45.5,1010.7,8,10.3,17.9,54,43,1
46.2,30.7,1019.5,13.2,7,12.8,61,34,0
53,37.6,1016.8,13.6,4.9,10.9,64.9,43,0
53.9,46.1,1013.3,10.3,5.3,10.9,59.9,50.9,1
51.7,46.8,1017.4,5.5,5.4,9.9,55.9,48.9,1
50.9,42.1,1018.4,11,6.2,9.9,55.9,46.9,1
49.9,37.5,1018.4,11.5,3.9,8.9,59.9,36,0
51.1,46,1014.6,6.4,6.4,11.8,57.9,45,1
53,49.2,1017.4,5.7,4.7,8.9,57.9,50,1
52.5,45.8,1024.1,6.8,2.7,7,64.9,39.9,0
58.5,49.2,1018.2,10.7,7,18.8,66.9,52.9,1
59,56,1012.9,3.6,8.9,12.8,63.9,56.8,1
64.3,59.3,1001.2,8.7,9.7,15,70,59.9,1
59.2,54.5,998.3,10.7,5.6,9.9,66.9,54.9,1
55.4,50.4,1007,8.2,10.2,16.9,64.9,50,1
53.2,46.5,1013.7,6.7,4.6,8.9,61.9,47.8,1
54.1,48.4,1006.4,10.2,7.2,17.9,61.9,47.8,1
63.5,53.5,993.9,12.6,11.4,25.8,77,55.9,1
59.4,45.7,1011,13.3,13.9,19.8,72,50.9,0
61.9,45.5,1017.2,13.9,6.1,15,77,47.8,0
69.2,60.6,1004.5,11.4,5.7,9.9,81,61,1
59.3,44,1006.1,13,12.5,17.9,77.9,48.9,0
58.7,40.7,1008.4,10.9,8.1,12.8,70.9,50,1
61.9,42.6,1014.5,12.4,4.6,9.9,75.9,47.8,0
62.8,44.9,1016.2,12.5,7.3,15,73.9,54.9,1
61.5,42.8,1017.5,12,4.7,9.9,74.8,47.8,1
64.2,57.3,1015.6,8,5.4,8.9,72,57.9,1
54.8,47.9,1016.8,10.4,9.5,18.8,63.9,48.9,1
57.5,45.7,1019.2,12,7.8,11.8,66.9,52,1
60.6,48,1021.8,12.7,3.9,8.9,72,47.8,0
59.7,50.3,1020.6,9.6,7.4,14,70,54.9,1
63.2,57.7,1008.1,7.6,10.4,29.9,77.9,56.8,1
59.7,52.5,1003.3,11,13.3,21,72.9,54,1
60.2,48.9,1020.6,14.5,5.8,10.9,74.8,48.9,0
66.2,51.2,1021.5,12.2,3.3,8,77.9,54,0
67.7,56.5,1016.9,12.6,5.6,11.8,73.9,61,1
64,59.5,1013.6,5.1,3,8.9,70.9,59.9,1
65,59.2,1013.7,4.4,3.6,8,75.9,55.9,1
70.2,60.4,1015.1,8.6,4.8,8,79,61,0
71,64.1,1015.8,8.8,6.8,12.8,77,66.9,1
71.8,65.7,1010.1,10.2,6.1,11.8,77.9,68.9,1
74.2,66.3,1001.3,11.5,7.3,12.8,86.9,65.8,1
77.8,65.6,1001.9,11.5,7.3,19.8,87.1,68,1
60.7,53.7,1013.2,9.6,11.6,16.9,83.8,50.9,1
60.8,57.1,1016.4,4,7.8,10.9,72.9,55.9,1
62.4,53,1016.8,12.2,9.8,16.9,72,52,1
62.8,48,1020.8,12.5,7,15,75.9,52,0
65.5,46.1,1020.6,13.6,4.7,8,77,50.9,0
68.9,53,1017.4,13.6,4.6,14,81.9,55.9,0
74.1,59.9,1013.7,12.1,8.6,14,88,63,0
78.6,65.2,1013.5,9.5,10.2,16.9,88.9,68.9,0
81.4,66.5,1015.5,9.8,10.4,15.9,92.8,72.9,1
81.9,66.7,1020.1,9.8,7.9,12.8,90.9,70,0
79.9,62.5,1021,9.2,7.5,14,88.9,68,0
78.8,60.3,1019.1,11.2,6.6,10.9,90,68,0
80,62.6,1015.6,11.6,6.8,11.8,90.9,70,0
81,62.2,1014.8,10.9,5.1,10.9,92.8,68.9,0
83.3,67.9,1014.3,9.2,5.3,12.8,92.8,72.9,0
80.5,65,1014.8,10.6,7.4,16.9,90,70,0
79.2,62.6,1013.3,12.3,7.6,11.8,88,70.9,1
70.7,63,1011.4,9.9,7.9,15.9,74.8,66.9,1
69.1,65.2,1012,6.9,9.7,14,72.9,64.9,1
73.5,66.5,1011.6,8,6.8,11.8,83.8,66.9,1
75.4,66.6,1011.7,10.5,5.5,16.9,84.9,65.8,1
73.3,60,1016,10.4,8.1,12.8,81,65.8,0
69.4,48.8,1021.2,7.7,8.9,14,79,59.9,0
65.8,48.5,1021.9,11,5.2,44.9,77.9,52.9,0
69.2,52.4,1016.8,10.5,6.1,12.8,79,59,0
74.3,61.7,1005.6,9.7,9.4,15,86,65.8,0
73.7,64.7,1000,12,7.2,15,83.8,64.9,1
72,64,1006,11.1,8.1,15.9,79.9,63.9,1
73.6,56.6,1016.9,12.5,6.3,12.8,88,59.9,0
76.9,60.7,1019.4,12.3,6.4,11.8,86.9,65.8,0
78,65.2,1015.5,11.8,7.2,11.8,93.9,68,1
81.7,65.8,1016.6,12.2,5.8,9.9,93.9,72,0
82.3,66.2,1014.5,12.2,6.1,11.8,99,70.9,1
87.4,73.7,1011.8,11.9,4.5,8,99.9,75.9,0
91.4,72,1010.4,11.2,6.2,10.9,108.9,77.9,0
91.7,72.9,1011.3,10.6,6.5,10.9,104.9,79,0
90.4,75.7,1012.9,9.9,7.9,15,100.9,79,0
85.9,75.8,1012.8,9.1,6.6,12.8,95.9,75.9,1
80.9,71.4,1015.3,11.2,5.4,15,90,70.9,1
80.2,56.1,1017.7,12.5,6.3,13,90,66.9,1
79.8,56.8,1016.7,12.1,4.3,9.9,90,66.9,0
80,63,1014,12.1,6.4,12.8,90,70.9,1
76.7,64.7,1012.6,13,6.4,9.9,84.9,70.9,0
77.9,64.3,1012.4,11,5.6,11.8,91.9,66.9,0
80.9,69.4,1007.8,13,5.5,15,90.9,70.9,0
79.6,68.8,1009.7,12,4,8.9,90,70.9,0
80.7,71.4,1009.9,12.6,5.2,16.9,91.9,68.9,1
76.8,72.3,1010.7,12,4.8,8.9,90.9,70,1
81.5,67.5,1011.3,12.1,4.3,9.9,93.9,68,0
85.7,68.4,1007.9,11.8,8.8,14,99.9,74.8,0
84.8,62.2,1013.3,12.2,4.4,11.8,99.9,68,0
84.8,66.9,1018.3,12.3,6.5,11.8,97,70.9,0
85,71.7,1017.7,11,9.1,15,95.9,74.8,0
79.1,69.5,1017.1,11.3,6.7,22,91.9,65.8,1
66.6,58,1020.8,12.4,6.2,11.8,77,61,0
73.2,67,1017.6,12.4,4.4,8,80.1,68,0
79.3,73.6,1015.6,9,5.9,11.8,90,72,1
80.2,71.5,1016.6,8.6,5.2,9.9,90,70.9,0
81.3,69.4,1012.6,9.7,4.8,11.8,92.8,70.9,0
80,67.8,1010.3,12.4,6.1,9.9,90,72,0
82.7,72.7,1010.4,8.3,8.1,15,91.9,72.9,0
88.6,74.7,1007.7,9.2,8.7,14,100.9,77,0
84.6,69.5,1010.2,12,5.9,10.9,95.9,77.9,0
85.3,72.1,1009.3,12,7.2,11.8,97,77,0
86.8,70.3,1008.8,12,8,15,99.9,74.8,0
88.4,71.6,1008.7,12,8.8,15,99,74.8,0
89.4,71.1,1006.8,11.8,9,12.8,100.9,77.9,0
79.9,68.2,1010.2,10.5,7.4,11.8,97.9,70,1
72.9,65.2,1012.4,10.5,5.4,11.8,81,68,1
78.3,72,1011.2,8.6,6.4,8.9,90.9,72.9,1
86,75.4,1010.1,11.2,7.6,14,97,77.9,0
86.9,73.8,1010.7,12.1,9.5,15.9,95.9,77,0
78.8,61.3,1018,12.6,8.6,11.8,92.8,70,1
72.9,55.8,1021.2,12.3,3.2,9.9,86.9,61,0
76.4,62.8,1020.8,11.4,3.7,7,88,68,1
75.5,66.2,1021.7,11.6,5.7,10.9,86,70,1
78.2,71.4,1018.9,6.7,6.9,9.9,90,72.9,1
81.9,67.6,1015.2,10.1,7.8,15.9,93.9,70,0
79.8,64.9,1012.7,12,7.8,12.8,92.8,66.9,0
80,67.3,1013.8,9.4,5,8.9,93.9,68.9,0
85.5,72.5,1014.2,6.5,6.1,11.8,97.9,74.8,0
86.2,72.5,1015.3,6.2,7,9.9,99,74.8,0
85.9,70,1014.9,6.7,7,10.9,97.9,74.8,0
83.3,68.2,1011.6,7.2,7.9,12.8,97,74.8,1
76.1,63.5,1016.2,9.3,5.9,9.9,83.8,70,1
72.4,60.6,1019.7,12.2,6.1,10.9,83.8,63,1
72.7,62.3,1015.3,11.2,7.5,14,82.9,66.9,1
75.9,67.5,1014.5,9.9,5.1,8,88,65.8,0
77.9,67.3,1016.7,8.5,5.3,8.9,88.9,68,0
77.7,68.4,1018.1,8.7,5.5,14,86,68.9,0
77.6,70.9,1014.4,7,6,8,86,72.9,0
67.2,56.2,1018.7,10.8,11.5,18.8,84.9,57.9,1
58.7,46.2,1022.4,11.3,5.9,11.8,68.9,52.9,1
60.4,44.9,1021.9,12.4,3.4,7,72.9,48.9,0
61.5,43.9,1024.7,12.6,3.7,8,74.8,47.8,0
66.1,50.6,1020.3,12.5,6.4,10.9,77.9,55.9,0
70.5,59.8,1013.2,10,5.5,8.9,81,64.9,1
73.2,58.4,1014.8,12.6,3.7,8,90.9,59.9,0
72.8,51.6,1022.1,12.6,4.4,8.9,86,61,0
71,53.4,1019.5,12.3,6.9,12.8,88.9,59,0
74.7,61.9,1012.9,10.1,8.9,15.9,84.9,63.9,0
65.3,46.6,1020,12,6.7,10.9,79,52.9,0
67.9,50,1018,12.5,7.7,12.8,81.9,59.9,0
63.8,56.3,1013.9,11.5,10,19.8,74.8,56.8,1
47.9,41.1,1025.2,12.3,7.2,15,55.9,41,1
46.2,36.2,1030.1,11.1,8.7,17.9,54.9,41.9,1
44.3,26.5,1029.4,12.4,6.6,12.8,57.9,32.9,0
50.9,32.7,1021.4,11.5,10.7,16.9,61.9,43,0
54.4,41.8,1020.5,10.6,5.6,11.8,68.9,45.9,1
57.5,41.2,1016.9,12,3.6,8,73.9,41.9,0
62,43,1011.7,12.5,4.1,8.9,82.9,45.9,0
67.2,53.4,1013,11.5,4.9,8.9,84.9,52.9,0
68.9,57,1014.8,11.8,6.8,14,84.9,56.8,0
72.9,67.1,1007.6,7,10,16.9,79.9,68,1
71.9,63.8,1001.7,10,12.4,22.9,79,61.9,1
62.3,50.4,1013.3,11.3,7.3,24.9,77,50.9,1
64.8,57.7,1013.4,11.8,5.2,11.8,72.9,59.9,1
56.8,46.1,1013.5,12,3.9,9.9,70,46.9,0
62.2,44.4,1005.9,11.5,9.7,22,74.8,54,0
60.5,49.1,999.6,8.8,9.9,15,70.9,55.9,1
52.9,45.7,1008.6,10.5,13.4,18.8,54.9,50,1
51.7,40,1017.7,12.4,6.4,12.8,64.9,41,0
54.1,43.3,1015.5,13,4.2,9.9,66.9,47.8,1
55.9,45.2,1016.7,12.1,4.2,8,70.9,43.9,0
60.4,45.3,1018.4,12.1,4,5.8,77.9,46.9,0
67.1,50.5,1018.8,12.9,6.3,16.9,86.9,52.9,0
72.7,55.5,1013.1,13.5,8.6,18.8,88.9,59,0
66.1,46.5,1011,12.2,13.3,21,81,56.8,1
52.5,32,1019.5,12.5,13,19.8,63.9,45,0
54.4,36.7,1017.2,13.5,3,7,70.9,43,0
59.4,38.7,1017.9,12.4,7.8,16.9,75.9,46.9,0
68.3,44.4,1011.2,12.1,8.1,12.8,77,59,0
59.4,42.1,1015.9,13.3,5.6,14,74.8,45,0
60.2,44.6,1013.2,12.6,9.8,17.9,70,54.9,1
50,31.9,1019.9,12,15.8,23.9,55.9,45,1
43.2,30.1,1015.2,12.4,7.9,12.8,57.9,30.9,0
51.4,33.5,1007.6,11.9,6.2,15,70,39.9,0
54.3,41.3,1000.4,11.9,11.7,25.8,63.9,39.9,1
46.2,32.6,1018.4,11.3,14.1,28,59.9,37.9,1
49.3,34.2,1017.9,12,3.3,5.8,65.8,37.9,0
47.8,39.2,1006.4,12,2.7,9.9,56.8,37.9,0
50.4,40.8,998.2,12,12.9,23.9,55.9,43.9,1
48.9,28.5,1013.1,12.9,14.3,21,59,41,0
45.3,27.3,1020.7,13.6,4.9,12.8,59,36,0
40.4,34,1024.2,9.5,11.2,15.9,45,36,1
37.2,34.7,1020.2,5.2,6.9,12,39.9,36,1
39.6,36.6,1012.9,3.3,7.9,17.9,41,37.9,1
34.7,21.6,1020.7,11.9,15.6,22,39.9,28.9,1
26.7,12.8,1027.6,12.2,12.7,17.9,34,19.9,0
26.4,14.5,1031,12,5.5,9.9,41.9,14.9,0
40.8,31.9,1019.9,7.2,10.6,15,55.9,34,0
44.6,37.7,1009.1,10.8,5.6,8.9,55.9,36.9,0
36.5,26.9,1017.5,11.5,11.8,25.8,50,29.8,0
29.9,19.6,1028.5,12,5.7,12.8,38.8,23.9,0
42.1,28,1007.4,12,11.2,12.8,64.9,30.9,0
39.9,31,1004.2,8.5,13.2,22.9,61,23.9,1
20.9,11.7,1024.2,10.9,12.8,21,25,14,0
29.1,22.1,1014.4,12,6,11.8,41.9,20.8,0
34.2,26.8,1020,11.2,4.4,15,39.9,27.9,0
32.2,27.1,1021.3,9.3,3.9,8.9,45.9,23.9,1
37.2,33.9,1022.5,5.1,6.6,10.9,41,34,0
37.3,33.8,1020.7,7.3,5.9,12.8,54,27.9,0
41.4,35.3,1018.2,10.2,10.1,16.9,50.9,36.9,0
37.9,32.3,1021.4,9,6.2,18.8,55.9,27.9,0
47.6,36.6,1015.2,12.6,7.3,14,59.9,38.8,0
43,28.1,1024.7,13.3,8.2,22.9,52.9,29.8,0
36.6,18.9,1026.8,12.4,9.1,14,45.9,28.9,0
37.1,23.4,1014.8,13.1,8.6,19.8,48.9,30.9,1
29.8,17.4,1025.1,12.3,10.6,18.8,41.9,25.9,0
28.7,15.7,1026.2,12,7.4,15.9,46,19.9,0
39.9,29.6,1018,12,5,9.9,56.8,28.9,0
44.7,34.7,1005.1,11.1,4.4,10.9,52.9,32.9,0
31.4,26,1006.2,5.3,19.2,25.8,46.9,20.8,1
17.3,11.2,1025.4,12.7,7.5,15.9,25,9.9,0
25.5,17.5,1019.9,13.1,7.1,8.9,36,19.9,0
39.9,28.3,1008.4,12.1,5.1,7,65.8,28.9,0
46.1,35.8,1010.9,13.3,4.2,10.9,59,34,0
48,36.7,1009,11.5,6.9,10.9,65.8,37.9,0
45.4,32.8,1018.5,11.9,7.8,14,55.9,34.9,0
36.1,21.1,1019.7,13.1,7.8,17.9,50.9,25.9,0
41.3,16.5,1015.4,13,14.4,29.9,50,32,1
28.2,19.3,1026.4,6.9,4.3,29.9,32.9,23.9,0
27.7,25.7,1027.5,5.7,7,15,29.8,25.9,0
22.3,19.7,1021.1,2.8,17.3,35,30.9,5,0
3.7,-5.7,1035.8,13,13.8,17.9,9.9,-1.1,0
8.2,2.5,1034.8,11.9,3.5,8,20.8,0,0
14.7,5.8,1028.8,11.2,8.8,11.8,19.9,9,0
12.2,6.7,1025.7,11.2,7.4,10.9,18,9,0
23.3,21.9,1014.8,1.9,8.8,14,32.9,16.9,1
32.6,30.8,1013,5.4,4.5,8.9,43,23,1
31.5,28.2,1024.3,9.4,3.7,5.8,39.9,23.9,0
33,29.2,1023.9,8.8,6.1,9.9,45.9,27,0
37.2,30.8,1022.3,9.6,6.5,8.9,39.9,34.9,1
34.5,28.7,1022.2,5.6,10.2,17.9,36,32.9,1
30,25.5,1023.1,5.8,13.8,19.8,35.1,27.9,0
29.6,21.5,1025.3,8.2,5.2,9.9,30.9,27.9,0
29.2,23.1,1022.7,6.9,4.1,8,30.9,27,1
24.6,18.4,1027.1,5.6,7.2,10.9,27.9,21.9,0
24.3,18.7,1027.3,6.6,7.8,11.8,25.9,23,1
24.7,20.7,1024.1,7.7,7.8,15.9,29.8,18.9,0
29.7,22.8,1026,12.5,8.5,14,30.9,28.9,0
29,22.1,1021.2,13.2,8.7,16.9,41.9,20.8,0
30.7,19.9,1028.3,11.2,9.1,12.8,34,27,0
21.6,16,1031.5,10.8,4.9,12.8,29.8,14.9,0
29.1,22.1,1025.4,9.4,8.3,10.9,41,25,0
33.5,29.8,1016.4,4.8,7.3,8.9,37.9,30.9,1
32.7,30.6,1009.9,3,4.9,8.9,34,32,1
33.1,28.8,1014.4,5.3,5,9.9,34.9,32,1
28.7,24.5,1018.5,5.2,10.7,16.9,32.9,25.9,0
16.3,11.8,1015.5,9.2,8.2,16.9,25.9,7.9,0
23.8,20,1012.3,3.2,11.3,15,25,20.8,0
10.5,5.9,1033.3,10.7,8.5,12.8,18.9,5.9,0
3.5,-4.1,1039.3,12,6.6,9.9,9,0,0
-0.1,-7.3,1038.8,12.3,5.7,8.9,9,-9,0
14.4,8.8,1022.8,12,6.9,11.8,32,5,0
33.9,27.6,1017.2,13.3,7.4,12.8,41,25,0
30.2,28.6,1019.5,5,6.4,15.9,36,23,0
37.7,32,1013.1,9.7,12.4,22,41.9,34,1
37.8,30.6,1016.5,12.6,3,8,54.9,28.9,0
43.1,33,1012.5,12.4,4.2,8,66.9,27.9,0
39.2,30.9,1011.6,12.3,6.5,17.9,54.9,29.8,0
18.1,11.8,1027.9,11.2,10.2,17.9,29.8,9.9,0
34.8,30.3,1010.6,5.8,9.9,19.8,50.9,23.9,0
37.7,36.8,999.5,3.5,6.8,15.9,52.9,29.8,1
8.5,2.3,1005.6,4.4,28,35.9,30.95,-1.1,1
-1.6,-11.1,1023.7,11,15.4,33.8,9,-6.2,0
11,4.1,1021.8,13.4,8.7,14,23.9,5,0
23.6,19,1018.9,12,7.5,14,43,14.9,0
28.1,21.6,1014.7,11,12,19.8,37.9,18,0
11.7,5.2,1017,7.9,10.7,15.9,19.9,9,1
12.3,7.1,1019.5,10.6,6.4,11.8,21.9,7,0
21.1,14.1,1013.8,11.2,12.6,23.9,28.9,16,0
10.1,7,1013.9,2.8,16.9,28.9,16.9,7,0
6.6,-2.1,1025.1,12.9,11.6,25.8,14.9,-2,0
23.5,14.5,1015.7,13.8,11.6,18.8,39.9,7.9,0
7.9,-1.8,1021.3,12.1,15.4,31.9,36.9,-3.1,0
0,-5.7,1033,7.6,10.8,15,5.9,-4,0
-5.9,-11,1031.3,12.5,6.1,9.9,7.9,-17.1,0
1.4,-4.8,1026.1,13.1,4.8,8,7,-6.2,0
-10.6,-18.1,1038.6,11.6,10.5,22.9,8.1,-19.1,0
-10.4,-15.3,1040.7,12.2,4.6,10.9,0.9,-19.1,0
-2.4,-6.8,1038.7,13,4.4,15,21.9,-14.1,0
20.6,12.8,1027.8,10.2,7.2,15,25.9,14,0
23.3,15.4,1024.2,11.1,8.1,12.8,43.9,11.8,0
38.9,32.4,1009.6,11.6,3.4,8,50,29.8,0
45.2,37.9,1010.1,13.4,7.6,16.9,52,39.9,1
43.3,37.1,1012,13.1,4.7,8.9,61,34.9,0
46.6,33.5,1009.2,12.4,16,30.9,54.9,41.9,0
36.4,18.2,1024.4,12.5,22.7,29.9,41,32,0
31.6,18.8,1030,15,8.4,15,41.9,23,0
40.2,27.7,1015.5,13.5,8.5,16.9,59,28.9,0
42.2,33,1007.8,13.1,7.4,18.8,52.9,34.9,1
30.1,23.2,1017.5,10.3,15.1,28.9,37.9,19.9,1
17.6,8.8,1027.9,10.7,11.7,25.8,36.9,7,0
33.3,18.9,1013.6,12,11.2,19.8,37.9,28.9,0
28.7,20.3,1012.6,12,8.9,15.9,41,23,0
39.8,29.3,1001.3,12,6,10.9,51,25.9,0
51.1,35.1,1002.6,12.3,5.7,12.8,61,41.9,0
40.9,36.2,1016.1,8.7,6.6,8.9,55.9,36,1
35.6,34.1,1011.8,2.2,8.6,13,41,32,1
44.6,36.2,1002.5,5.7,15.2,24.9,54,39.9,1
44.9,17.5,1013.4,12.6,5.9,12.8,70,29.8,0
52,23.1,1007.9,11.9,6.5,8.9,68,43,0
34.1,24.6,1009.6,11.1,10.8,14,59.9,27,0
20.8,10.2,1015.1,10.9,16.5,22.9,27.9,14,1
13.5,1.4,1030.6,11.3,18.6,23.9,23.9,7,0
14.7,0.4,1032.5,12.5,10.4,19.8,30.9,3.9,0
26.4,10.6,1013.3,12,9.9,21,38.8,18.9,0
27.2,8.2,1013.1,12,15.8,26.8,37.9,19.9,0
16.8,4.1,1025.5,11,8.2,18.8,27.9,9.9,0
29.5,18.8,1018.8,12.1,8.5,15,47.8,20.8,0
36.3,19.6,1010.4,9.8,11.7,18.8,45,27.9,0
22,14.6,1021.4,7.1,16.2,23.9,34.9,16,0
6.1,-4,1036.9,11.3,15,22,14.9,-3.1,0
8,-2.3,1040.7,13.4,13.9,22,25.9,0,0
21.1,6.7,1036.6,13.4,7.4,11.8,41,7.9,0
36.1,11.1,1030.3,12.9,11.4,19.8,53.1,25,0
45.6,17.2,1024,12.1,11.6,15.9,61.9,34.9,0
51.5,23.8,1014.3,12,10.2,14,66.9,38.8,0
